schema	table	field	classification	subject	source	purpose	lawful_basis	readers	writers	protection	retention	deletion_hold_behavior	processor	location_transfer	owner
app	account_recovery_requests	risk_facts	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	attempt_count	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	independent_factor_count	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	reviewer_user_id	restricted_identity	account_user	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	review_reason	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	reviewed_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	cooling_off_until	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	completion_token_hash	restricted_authentication	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	one_way_hmac_or_hash	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	completed_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	cancelled_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	expires_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	version	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	created_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	account_recovery_requests	updated_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	account_security	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Security Engineering Lead
app	admin_assignment_events	id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_assignment_events	kind	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_assignment_events	resource_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_assignment_events	actor_id	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_assignment_events	before_values	restricted_financial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_assignment_events	after_values	restricted_financial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_assignment_events	reason	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_assignment_events	occurred_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_events	id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_events	change_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_events	actor_id	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_events	action	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_events	reason	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_events	occurred_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	kind	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	obligation_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	organization_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	buyer_id	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	proposed_by	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	reason	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	before_values	restricted_financial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	proposed_values	restricted_financial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	created_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	expires_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	state	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	approved_by	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	buyer_decided_by	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_change_requests	decided_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_review_assignments	kind	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	admin_review_assignments	resource_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	role_scoped_aal2_administrator;own_buyer_amendment;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
